,hiddenLayerOne,learnRate,hiddenLayerTwo,hiddenLayerThree,hiddenLayerFour,dropout,epochs,batchs,regul,accuracy,AUC,recall,precision,F1,meanRec,meanAcc,meanPrec,meanAUC,meanF1
98,3,0.007,4,4,3,0.0,20,16,0.0,[0.86666667 0.81111115 0.76666671 0.83333337 0.77528089],[0.91898143 0.85448235 0.83639711 0.87566841 0.88059705],[0.77777779 0.83333337 0.7647059  0.86363637 1.        ],[0.63636363 0.60606062 0.66666669 0.61290324 0.52380955],[0.7        0.70175439 0.71232877 0.71698113 0.6875    ],0.8478906869888305,0.8106117606163025,0.6091607451438904,0.8732252717018127,0.7037128570327343
2,4,0.007,6,4,4,0.0,20,16,0.0,[0.86666667 0.84444445 0.75555557 0.81111115 0.77528089],[0.88888884 0.91003793 0.83219534 0.89137697 0.86702853],[0.72222221 0.875      0.70588237 0.90909094 1.        ],[0.65000004 0.65625    0.66666669 0.5714286  0.52380955],[0.68421053 0.75       0.68571429 0.70175439 0.6875    ],0.8424391031265259,0.8106117486953736,0.6136309742927551,0.877905523777008,0.7018358395989975
33,4,0.007,4,4,4,0.0,10,32,0.0,[0.84444445 0.86666667 0.81111115 0.76666671 0.76404494],[0.88888884 0.94191921 0.8405987  0.85461235 0.83310729],[0.66666669 0.91666669 0.91176468 0.86363637 0.81818187],[0.60000002 0.6875     0.68888891 0.51351351 0.51428574],[0.63157895 0.78571429 0.78481013 0.6440678  0.63157895],0.8353832602500916,0.8105867862701416,0.6008376359939576,0.8718252778053284,0.6955500207287151
34,4,0.007,4,4,4,0.0,20,16,0.0,[0.84444445 0.82222223 0.81111115 0.81111115 0.76404494],[0.80787033 0.88762629 0.84611344 0.86731285 0.86974221],[0.6111111  0.79166669 0.79411763 0.77272731 0.81818187],[0.6111111  0.63333338 0.72972977 0.58620691 0.51428574],[0.61111111 0.7037037  0.76056338 0.66666667 0.63157895],0.757560920715332,0.8105867862701416,0.6149333834648132,0.8557330250740052,0.6747247618263186
35,4,0.007,4,4,4,0.0,20,32,0.0,[0.83333337 0.86666667 0.76666671 0.82222223 0.76404494],[0.87345684 0.88920462 0.80409664 0.90641707 0.82462692],[0.6111111  0.91666669 0.7647059  0.72727275 0.81818187],[0.57894737 0.6875     0.66666669 0.61538464 0.51428574],[0.59459459 0.78571429 0.71232877 0.66666667 0.63157895],0.7675876617431641,0.8105867862701416,0.6125568866729736,0.8595604181289673,0.6781766522934511
120,3,0.007,4,3,3,0.1,10,16,0.0,[0.90000004 0.82222223 0.74444449 0.78888893 0.78651685],[0.86033946 0.905303   0.81591392 0.84993315 0.86601084],[0.66666669 1.         0.7647059  0.81818187 0.90909094],[0.80000007 0.60000002 0.63414639 0.54545456 0.54054058],[0.72727273 0.75       0.69333333 0.65454545 0.6779661 ],0.8317290782928467,0.8084145069122315,0.6240283250808716,0.8595000743865967,0.7006235233692861
18,4,0.007,6,3,4,0.0,20,16,0.0,[0.86666667 0.80000001 0.74444449 0.85555559 0.77528089],[0.76041669 0.87626266 0.7788865  0.9070856  0.81852114],[0.6111111  0.79166669 0.7352941  0.86363637 0.81818187],[0.6875     0.59375    0.64102566 0.65517241 0.52941179],[0.64705882 0.67857143 0.68493151 0.74509804 0.64285714],0.7639780282974243,0.8083895325660706,0.6213719725608826,0.8282345175743103,0.679703388204597
88,3,0.007,6,3,3,0.1,10,16,0.0,[0.83333337 0.86666667 0.78888893 0.78888893 0.76404494],[0.92283952 0.95233589 0.8298319  0.84625667 0.85888743],[0.77777779 0.95833337 0.7352941  0.86363637 1.        ],[0.56       0.67647058 0.71428573 0.54285717 0.51162791],[0.65116279 0.79310345 0.72463768 0.66666667 0.67692308],0.8670083284378052,0.8083645701408386,0.6010482788085938,0.8820302844047546,0.70249873274454
82,3,0.007,6,3,3,0.0,20,16,0.0,[0.87777781 0.84444445 0.76666671 0.78888893 0.76404494],[0.83294749 0.88478535 0.83245796 0.88903749 0.82327002],[0.66666669 0.875      0.67647058 0.9545455  0.81818187],[0.70588237 0.65625    0.69696975 0.53846157 0.51428574],[0.68571429 0.75       0.68656716 0.68852459 0.63157895],0.798172926902771,0.8083645701408386,0.6223698854446411,0.8524996638298035,0.688476997485149
25,4,0.007,6,3,4,0.1,10,32,0.0,[0.85555559 0.82222223 0.76666671 0.84444445 0.75280899],[0.91435188 0.90467173 0.79149157 0.88536096 0.88602442],[0.66666669 0.83333337 0.79411763 0.90909094 0.86363637],[0.63157892 0.625      0.65853661 0.625      0.5       ],[0.64864865 0.71428571 0.72       0.74074074 0.63333333],0.8133689999580384,0.8083395957946777,0.6080231070518494,0.8763801097869873,0.6914016874016873
40,4,0.007,4,4,4,0.1,10,16,0.0,[0.87777781 0.84444445 0.78888893 0.78888893 0.74157304],[0.90354943 0.90467179 0.83587182 0.8773396  0.92469478],[0.72222221 0.91666669 0.88235295 0.90909094 1.        ],[0.68421054 0.64705884 0.66666669 0.54054058 0.48888889],[0.7027027  0.75862069 0.75949367 0.6779661  0.65671642],0.8860665559768677,0.8083146333694458,0.6054731070995331,0.8892254829406738,0.7110999165698628
115,3,0.007,4,3,3,0.0,20,32,0.0,[0.83333337 0.87777781 0.75555557 0.83333337 0.74157304],[0.82908952 0.91098493 0.83928561 0.8773396  0.85278153],[0.72222221 0.83333337 0.7352941  0.86363637 0.81818187],[0.56521738 0.74074078 0.65789473 0.61290324 0.48648649],[0.63414634 0.78431373 0.69444444 0.71698113 0.61016949],0.7945335865020752,0.8083146333694458,0.6126485228538513,0.8618962407112122,0.6880110269997901
24,4,0.007,6,3,4,0.1,10,16,0.0,[0.83333337 0.86666667 0.78888893 0.81111115 0.74157304],[0.87075609 0.91035354 0.82300419 0.89739311 0.90671641],[0.83333331 0.91666669 0.82352942 0.86363637 0.9545455 ],[0.55555558 0.6875     0.68292683 0.57575762 0.48837209],[0.66666667 0.78571429 0.74666667 0.69090909 0.64615385],0.8783422589302063,0.8083146333694458,0.5980224251747132,0.8816446661949158,0.7072221112221112
41,4,0.007,4,4,4,0.1,10,32,0.0,[0.85555559 0.83333337 0.74444449 0.78888893 0.80898875],[0.90354931 0.90151519 0.81827724 0.82687175 0.90569878],[0.72222221 1.         0.85294116 0.90909094 1.        ],[0.61904764 0.61538464 0.61702132 0.54054058 0.56410259],[0.66666667 0.76190476 0.71604938 0.6779661  0.72131148],0.896850860118866,0.8062422275543213,0.5912193536758423,0.8711824536323547,0.7087796776784459
91,3,0.007,6,3,3,0.1,20,32,0.0,[0.85555559 0.82222223 0.76666671 0.81111115 0.77528089],[0.89081788 0.88099748 0.83534664 0.88101608 0.82971513],[0.72222221 0.95833337 0.79411763 0.9545455  0.77272731],[0.61904764 0.60526317 0.65853661 0.56756759 0.53125   ],[0.66666667 0.74193548 0.72       0.71186441 0.62962963],0.8403892040252685,0.8061673164367675,0.5963330030441284,0.8635786414146424,0.6940192373893851
50,4,0.007,4,3,4,0.0,20,16,0.0,[0.84444445 0.86666667 0.78888893 0.75555557 0.77528089],[0.83680546 0.90183091 0.83639705 0.5        0.81852108],[0.5        0.91666669 0.7647059  0.         0.86363637],[0.64285719 0.6875     0.7027027  0.         0.52777779],[0.5625     0.78571429 0.73239437 0.         0.65517241],0.6090017914772033,0.8061673045158386,0.5121675372123718,0.7787109017372131,0.5471562131409146
121,3,0.007,4,3,3,0.1,10,32,0.0,[0.84444445 0.87777781 0.75555557 0.78888893 0.76404494],[0.92361104 0.92929292 0.79884458 0.88736641 0.85108554],[0.83333331 0.95833337 0.79411763 0.90909094 0.9545455 ],[0.57692307 0.69696975 0.64285713 0.54054058 0.51219517],[0.68181818 0.80701754 0.71052632 0.6779661  0.66666667],0.8898841500282287,0.8061423420906066,0.5938971400260925,0.878040099143982,0.7087989619657774
0,4,0.007,6,4,4,0.0,10,16,0.0,[0.84444445 0.90000004 0.73333335 0.81111115 0.74157304],[0.89158952 0.90972221 0.84637594 0.86965239 0.82327008],[0.72222221 0.91666669 0.7647059  0.86363637 0.86363637],[0.59090912 0.75862068 0.61904764 0.57575762 0.48717949],[0.65       0.83018868 0.68421053 0.69090909 0.62295082],0.8261735081672669,0.8060924053192139,0.6063029110431671,0.8681220293045044,0.6956518232284589
73,3,0.007,6,4,3,0.1,10,32,0.0,[0.76666671 0.82222223 0.77777779 0.81111115 0.84269667],[0.85069448 0.92297983 0.81617641 0.87332892 0.90637726],[0.8888889  0.95833337 0.79411763 0.9545455  0.9545455 ],[0.45714286 0.60526317 0.67500001 0.56756759 0.61764705],[0.60377358 0.74193548 0.72972973 0.71186441 0.75      ],0.9100861787796021,0.8040949106216431,0.5845241367816925,0.8739113807678223,0.7074606410572037
49,4,0.007,4,3,4,0.0,10,32,0.0,[0.83333337 0.80000001 0.76666671 0.80000001 0.8202247 ],[0.84336424 0.89741158 0.80908614 0.84926468 0.88127548],[0.83333331 1.         0.67647058 0.90909094 1.        ],[0.55555558 0.5714286  0.69696975 0.55555558 0.57894737],[0.66666667 0.72727273 0.68656716 0.68965517 0.73333333],0.883778965473175,0.8040449619293213,0.5916913747787476,0.856080424785614,0.7006990127731251
83,3,0.007,6,3,3,0.0,20,32,0.0,[0.82222223 0.81111115 0.76666671 0.82222223 0.7977528 ],[0.87538576 0.89646459 0.84112394 0.90173793 0.86906385],[0.66666669 0.79166669 0.7647059  0.72727275 0.77272731],[0.54545456 0.61290324 0.66666669 0.61538464 0.56666672],[0.6        0.69090909 0.71232877 0.66666667 0.65384615],0.7446078658103943,0.8039950251579284,0.6014151692390441,0.8767552137374878,0.66475013570904
90,3,0.007,6,3,3,0.1,20,16,0.0,[0.84444445 0.85555559 0.75555557 0.78888893 0.77528089],[0.91126549 0.91540396 0.83771002 0.83389038 0.85278153],[0.8888889  0.91666669 0.82352942 0.72727275 0.9545455 ],[0.5714286  0.66666669 0.63636363 0.55172414 0.52500004],[0.69565217 0.77192982 0.71794872 0.62745098 0.67741935],0.8621806502342224,0.8039450883865357,0.5902366161346435,0.8702102780342102,0.6980802103308064
99,3,0.007,4,4,3,0.0,20,32,0.0,[0.84444445 0.82222223 0.77777779 0.85555559 0.71910113],[0.87461418 0.85606056 0.80488443 0.92446518 0.82225239],[0.66666669 0.875      0.82352942 0.81818187 0.81818187],[0.60000002 0.61764705 0.66666669 0.66666669 0.46153846],[0.63157895 0.72413793 0.73684211 0.73469388 0.59016393],0.8003119707107544,0.8038202404975892,0.6025037825107574,0.8564553499221802,0.6834833591286623
3,4,0.007,6,4,4,0.0,20,32,0.0,[0.78888893 0.77777779 0.76666671 0.8888889  0.78651685],[0.83179015 0.83428037 0.82011557 0.91811502 0.83616018],[0.66666669 0.79166669 0.79411763 0.9545455  0.81818187],[0.47999999 0.55882353 0.65853661 0.70000005 0.54545456],[0.55813953 0.65517241 0.72       0.80769231 0.65454545],0.805035674571991,0.8017478346824646,0.5885629475116729,0.848092257976532,0.6791099421829173
48,4,0.007,4,3,4,0.0,10,16,0.0,[0.81111115 0.86666667 0.76666671 0.78888893 0.77528089],[0.8915894  0.92518938 0.80357146 0.88703209 0.87313426],[0.55555558 0.95833337 0.67647058 0.9545455  1.        ],[0.52631581 0.67647058 0.69696975 0.53846157 0.52380955],[0.54054054 0.79310345 0.68656716 0.68852459 0.6875    ],0.8289810061454773,0.8017228722572327,0.5924054503440856,0.8761033177375793,0.6792471486318883
1,4,0.007,6,4,4,0.0,10,32,0.0,[0.86666667 0.85555559 0.77777779 0.80000001 0.70786518],[0.91705251 0.91919196 0.84978998 0.87065506 0.84192681],[0.72222221 0.875      0.85294116 0.90909094 0.86363637],[0.65000004 0.6774193  0.65909094 0.55555558 0.45238096],[0.68421053 0.76363636 0.74358974 0.68965517 0.59375   ],0.8445781350135804,0.8015730500221252,0.5988893628120422,0.8797232627868652,0.6949683611911379
123,3,0.007,4,3,3,0.1,20,32,0.0,[0.77777779 0.85555559 0.76666671 0.80000001 0.7977528 ],[0.79706794 0.92771459 0.8061974  0.88402408 0.90264589],[0.55555558 1.         0.85294116 0.9545455  0.86363637],[0.45454547 0.64864868 0.64444447 0.55263156 0.55882353],[0.5        0.78688525 0.73417722 0.7        0.67857143],0.8453357219696045,0.7995505809783936,0.5718187391757965,0.8635299801826477,0.6799267779325884
17,4,0.007,6,3,4,0.0,10,32,0.0,[0.83333337 0.82222223 0.77777779 0.77777779 0.78651685],[0.8113426  0.9214015  0.86475837 0.87967914 0.87584811],[0.72222221 1.         0.82352942 0.9545455  0.90909094],[0.56521738 0.60000002 0.66666669 0.52500004 0.54054058],[0.63414634 0.75       0.73684211 0.67741935 0.6779661 ],0.8818776130676269,0.7995256066322327,0.5794849395751953,0.8706059455871582,0.6952747806520395
74,3,0.007,6,4,3,0.1,20,16,0.0,[0.84444445 0.82222223 0.76666671 0.83333337 0.73033708],[0.87885797 0.91003793 0.7977941  0.90842247 0.81784266],[0.66666669 0.79166669 0.79411763 0.9545455  0.77272731],[0.60000002 0.63333338 0.65853661 0.60000002 0.47222224],[0.63157895 0.7037037  0.72       0.73684211 0.5862069 ],0.7959447622299194,0.7994007706642151,0.5928184568881989,0.862591028213501,0.6756663305774014
122,3,0.007,4,3,3,0.1,20,16,0.0,[0.83333337 0.83333337 0.76666671 0.77777779 0.77528089],[0.84336412 0.87847227 0.82326674 0.88703203 0.82835817],[0.66666669 0.95833337 0.91176468 1.         0.86363637],[0.5714286  0.62162161 0.63265306 0.52380955 0.52777779],[0.61538462 0.75409836 0.74698795 0.6875     0.65517241],0.8800802230834961,0.7972784280776978,0.5754581212997436,0.8520986676216126,0.6918286683281372
16,4,0.007,6,3,4,0.0,10,16,0.0,[0.83333337 0.81111115 0.72222227 0.86666667 0.75280899],[0.83719128 0.89488637 0.8324579  0.92881012 0.5       ],[0.66666669 0.91666669 0.67647058 0.90909094 0.        ],[0.5714286  0.5945946  0.62162161 0.66666669 0.        ],[0.61538462 0.72131148 0.64788732 0.76923077 0.        ],0.633778977394104,0.7972284913063049,0.4908622980117798,0.7986691355705261,0.5507628367937765
97,3,0.007,4,4,3,0.0,10,32,0.0,[0.80000001 0.85555559 0.62222224 0.84444445 0.84269667],[0.81558645 0.87657827 0.5        0.90942514 0.89246953],[0.72222221 0.95833337 0.         1.         0.9545455 ],[0.5        0.65714288 0.         0.6111111  0.61764705],[0.59090909 0.77966102 0.         0.75862069 0.75      ],0.7270202159881591,0.7929837942123413,0.4771802067756653,0.7988118767738343,0.5758381595026831
59,4,0.007,4,3,4,0.1,20,32,0.0,[0.83333337 0.81111115 0.76666671 0.80000001 0.75280899],[0.87924379 0.92613637 0.8090862  0.84157753 0.84837174],[0.66666669 0.95833337 0.7647059  0.77272731 0.9545455 ],[0.5714286  0.58974361 0.66666669 0.56666672 0.5       ],[0.61538462 0.73015873 0.71232877 0.65384615 0.65625   ],0.8233957529067993,0.79278404712677,0.5789011240005493,0.8608831286430358,0.6735936533025574
64,3,0.007,6,4,3,0.0,10,16,0.0,[0.86666667 0.85555559 0.76666671 0.74444449 0.73033708],[0.89621913 0.86521465 0.85320377 0.83957219 0.87381279],[0.77777779 0.70833337 0.70588237 0.72727275 0.90909094],[0.63636363 0.73913044 0.6857143  0.4848485  0.47619048],[0.7        0.72340426 0.69565217 0.58181818 0.625     ],0.7656714439392089,0.7927341103553772,0.6044494688510895,0.8656045079231263,0.6651749222100749
75,3,0.007,6,4,3,0.1,20,32,0.0,[0.85555559 0.80000001 0.75555557 0.83333337 0.71910113],[0.86419755 0.85006315 0.80015755 0.89806145 0.86635005],[0.6111111  0.91666669 0.88235295 0.9545455  1.        ],[0.64705884 0.57894737 0.625      0.60000002 0.46808514],[0.62857143 0.70967742 0.73170732 0.73684211 0.63768116],0.8729352474212646,0.7927091360092163,0.5838182747364045,0.855765950679779,0.6888958859365772
104,3,0.007,4,4,3,0.1,10,16,0.0,[0.83333337 0.81111115 0.74444449 0.81111115 0.75280899],[0.8287037  0.90467173 0.849002   0.88101602 0.85210311],[0.66666669 0.83333337 0.79411763 0.9545455  0.81818187],[0.5714286  0.60606062 0.62790698 0.56756759 0.5       ],[0.61538462 0.70175439 0.7012987  0.71186441 0.62068966],0.8133690118789673,0.790561830997467,0.5745927572250367,0.8630993127822876,0.6701983529200607
113,3,0.007,4,3,3,0.0,10,32,0.0,[0.83333337 0.81111115 0.74444449 0.78888893 0.76404494],[0.8136574  0.89172989 0.83429617 0.85628343 0.86838543],[0.66666669 0.91666669 0.7647059  0.86363637 0.86363637],[0.5714286  0.5945946  0.63414639 0.54285717 0.51351351],[0.61538462 0.72131148 0.69333333 0.66666667 0.6440678 ],0.815062403678894,0.788364577293396,0.5713080525398254,0.8528704643249512,0.6681527774809242
106,3,0.007,4,4,3,0.1,20,16,0.0,[0.80000001 0.84444445 0.74444449 0.82222223 0.71910113],[0.87037039 0.9245581  0.83324575 0.81918448 0.8130936 ],[0.77777779 0.95833337 0.7647059  0.68181819 0.86363637],[0.5        0.6388889  0.63414639 0.625      0.46341464],[0.60869565 0.76666667 0.69333333 0.65217391 0.6031746 ],0.8092543244361877,0.7860424637794494,0.5722899854183197,0.8520904660224915,0.6648088336783989
70,3,0.007,6,4,3,0.0,20,16,0.05,[0.78888893 0.83333337 0.78888893 0.75555557 0.75280899],[0.85339504 0.88731062 0.79805672 0.5        0.83582091],[0.72222221 0.91666669 0.82352942 0.         1.        ],[0.48148149 0.62857145 0.68292683 0.         0.5       ],[0.57777778 0.74576271 0.74666667 0.         0.66666667],0.69248366355896,0.7838951587677002,0.4585959553718567,0.774916660785675,0.5473747645951035
11,4,0.007,6,4,4,0.1,20,32,0.0,[0.77777779 0.84444445 0.76666671 0.80000001 0.73033708],[0.7955246  0.88099748 0.79280466 0.89538771 0.88432837],[0.66666669 0.91666669 0.7647059  0.90909094 0.86363637],[0.46153849 0.64705884 0.66666669 0.55555558 0.47499999],[0.54545455 0.75862069 0.71232877 0.68965517 0.61290323],0.8241533160209655,0.7838452100753784,0.5611639201641083,0.8498085618019104,0.6637924800906501
57,4,0.007,4,3,4,0.1,10,32,0.0,[0.83333337 0.72222227 0.72222227 0.85555559 0.76404494],[0.9074074  0.64804292 0.84453785 0.94184494 0.89857531],[0.77777779 0.41666669 0.82352942 0.9545455  1.        ],[0.56       0.47619048 0.59574473 0.63636363 0.51162791],[0.65116279 0.44444444 0.69135802 0.76363636 0.67692308],0.7945038795471191,0.7794756889343262,0.5559853494167328,0.8480816841125488,0.6455049400785835
72,3,0.007,6,4,3,0.1,10,16,0.0,[0.87777781 0.77777779 0.72222227 0.77777779 0.73033708],[0.89737654 0.89583331 0.83508396 0.88168442 0.88025779],[0.72222221 0.95833337 0.85294116 0.81818187 0.90909094],[0.68421054 0.54761904 0.59183675 0.52941179 0.47619048],[0.7027027  0.6969697  0.69879518 0.64285714 0.625     ],0.8521539092063903,0.7771785497665405,0.5658537209033966,0.8780472040176391,0.6732649446504868
107,3,0.007,4,4,3,0.1,20,32,0.0,[0.78888893 0.84444445 0.73333335 0.75555557 0.75280899],[0.90084875 0.92487371 0.77914912 0.5        0.85108554],[0.72222221 0.95833337 0.7352941  0.         0.81818187],[0.48148149 0.6388889  0.625      0.         0.5       ],[0.57777778 0.76666667 0.67567568 0.         0.62068966],0.6468063116073608,0.7750062584877014,0.44907407760620116,0.7911914229393006,0.5281619550585067
96,3,0.007,4,4,3,0.0,10,16,0.0,[0.78888893 0.82222223 0.76666671 0.76666671 0.73033708],[0.80941355 0.88541675 0.8043592  0.85427809 0.81546807],[0.66666669 0.79166669 0.7352941  0.90909094 0.81818187],[0.47999999 0.63333338 0.67567569 0.51282054 0.47368422],[0.55813953 0.7037037  0.70422535 0.6557377  0.6       ],0.7841800570487976,0.7749563336372376,0.5551027655601501,0.8337871313095093,0.6443612591236267
81,3,0.007,6,3,3,0.0,10,32,0.0,[0.82222223 0.81111115 0.73333335 0.75555557 0.74157304],[0.91820979 0.86426765 0.82274163 0.5        0.86533248],[0.77777779 0.875      0.82352942 0.         0.9545455 ],[0.53846157 0.60000002 0.60869569 0.         0.48837209],[0.63636364 0.71186441 0.7        0.         0.64615385],0.6861705422401428,0.7727590680122376,0.447105872631073,0.7941103100776672,0.5388763778594287
89,3,0.007,6,3,3,0.1,10,32,0.0,[0.84444445 0.80000001 0.73333335 0.77777779 0.69662923],[0.91936731 0.91130054 0.79700625 0.86196524 0.64925373],[0.77777779 0.875      0.7352941  0.9545455  0.5       ],[0.58333337 0.58333331 0.625      0.52500004 0.4074074 ],[0.66666667 0.7        0.67567568 0.67741935 0.44897959],0.7685234785079956,0.77043696641922,0.5448148250579834,0.8277786135673523,0.6337482578035575
86,3,0.007,6,3,3,0.0,20,16,0.05,[0.85555559 0.77777779 0.77777779 0.75555557 0.68539327],[0.78587961 0.6732955  0.8159138  0.5        0.79341924],[0.55555558 0.41666669 0.85294116 0.         0.86363637],[0.66666669 0.625      0.65909094 0.         0.43181819],[0.60606061 0.5        0.74358974 0.         0.57575758],0.5377599596977234,0.770412003993988,0.4765151619911194,0.7137016296386719,0.48508158508158505
80,3,0.007,6,3,3,0.0,10,16,0.0,[0.81111115 0.73333335 0.74444449 0.75555557 0.75280899],[0.80671299 0.5        0.79543072 0.5        0.86295795],[0.55555558 0.         0.70588237 0.         0.90909094],[0.52631581 0.         0.64864868 0.         0.5       ],[0.54054054 0.         0.67605634 0.         0.64516129],0.43410577774047854,0.7594507098197937,0.3349928975105286,0.6930203318595887,0.372351633778258
118,3,0.007,4,3,3,0.0,20,16,0.05,[0.80000001 0.76666671 0.73333335 0.75555557 0.74157304],[0.5        0.84217167 0.80882347 0.5        0.79850745],[0.         1.         0.70588237 0.         0.77272731],[0.         0.53333336 0.63157892 0.         0.48571429],[0.         0.69565217 0.66666667 0.         0.59649123],0.4957219362258911,0.7594257354736328,0.3301253139972687,0.6899005174636841,0.3917620137299772
6,4,0.007,6,4,4,0.0,20,16,0.05,[0.82222223 0.78888893 0.62222224 0.78888893 0.76404494],[0.8811729  0.87058073 0.5        0.88235295 0.82734054],[0.77777779 0.95833337 0.         1.         0.86363637],[0.53846157 0.56097561 0.         0.53658539 0.51351351],[0.63636364 0.70769231 0.         0.6984127  0.6440678 ],0.7199495077133179,0.7572534561157227,0.42990721464157106,0.792289423942566,0.5373072878157624
112,3,0.007,4,3,3,0.0,10,16,0.0,[0.82222223 0.81111115 0.62222224 0.76666671 0.75280899],[0.88811725 0.93813133 0.5        0.86597592 0.84531897],[0.72222221 0.91666669 0.         0.86363637 0.9545455 ],[0.54166669 0.5945946  0.         0.51351351 0.5       ],[0.61904762 0.72131148 0.         0.6440678  0.65625   ],0.6914141535758972,0.7550062656402587,0.42995495796203614,0.8075086951255799,0.528135378213525
12,4,0.007,6,4,4,0.1,10,16,0.05,[0.75555557 0.76666671 0.71111113 0.75555557 0.75280899],[0.88194442 0.83838391 0.77337188 0.50735295 0.84192675],[1.         0.95833337 0.7352941  0.         1.        ],[0.45000002 0.53488374 0.59523809 0.         0.5       ],[0.62068966 0.68656716 0.65789474 0.         0.66666667],0.7387254953384399,0.7483395934104919,0.41602436900138856,0.7685959815979004,0.5263636445720581
68,3,0.007,6,4,3,0.0,10,16,0.05,[0.82222223 0.73333335 0.72222227 0.75555557 0.70786518],[0.88040125 0.5        0.81197476 0.5        0.81580734],[0.94444448 0.         0.70588237 0.         0.77272731],[0.53125    0.         0.61538464 0.         0.44736841],[0.68       0.         0.65753425 0.         0.56666667],0.4846108317375183,0.7482397198677063,0.3188006103038788,0.7016366720199585,0.3808401826484018
53,4,0.007,4,3,4,0.0,10,32,0.05,[0.73333335 0.73333335 0.74444449 0.75555557 0.75280899],[0.84336418 0.5        0.81013656 0.5        0.5       ],[0.94444448 0.         0.7647059  0.         0.        ],[0.42500001 0.         0.63414639 0.         0.        ],[0.5862069  0.         0.69333333 0.         0.        ],0.3418300747871399,0.743895149230957,0.2118292808532715,0.630700147151947,0.25590804597701144
52,4,0.007,4,3,4,0.0,10,16,0.05,[0.77777779 0.78888893 0.6111111  0.75555557 0.75280899],[0.86689818 0.86773992 0.5        0.5        0.5       ],[0.77777779 0.91666669 0.         0.         0.        ],[0.4666667  0.56410259 0.         0.         0.        ],[0.58333333 0.6984127  0.         0.         0.        ],0.3388888955116272,0.7372284770011902,0.20615385770797728,0.6469276189804077,0.2563492063492063
13,4,0.007,6,4,4,0.1,10,32,0.05,[0.81111115 0.72222227 0.62222224 0.75555557 0.76404494],[0.87307101 0.5        0.5        0.5        0.74253732],[0.94444448 0.         0.         0.         0.54545456],[0.5151515  0.         0.         0.         0.52173913],[0.66666667 0.         0.         0.         0.53333333],0.2979798078536987,0.7350312352180481,0.20737812519073487,0.6231216669082642,0.23999999999999994
5,4,0.007,6,4,4,0.0,10,32,0.05,[0.81111115 0.73333335 0.62222224 0.75555557 0.75280899],[0.89197528 0.5        0.5        0.5        0.51492536],[0.77777779 0.         0.         0.         0.04545455],[0.51851851 0.         0.         0.         0.5       ],[0.62222222 0.         0.         0.         0.08333333],0.16464646756649018,0.7350062608718873,0.20370370149612427,0.5813801288604736,0.14111111111111113
108,3,0.007,4,4,3,0.1,10,16,0.05,[0.72222227 0.73333335 0.69999999 0.77777779 0.74157304],[0.85185182 0.5        0.76706928 0.84625673 0.49253732],[1.         0.         0.91176468 1.         0.        ],[0.41860464 0.         0.56363642 0.52380955 0.        ],[0.59016393 0.         0.69662921 0.6875     0.        ],0.5823529362678528,0.7349812865257264,0.30121012330055236,0.6915430307388306,0.3948586295818751
61,4,0.007,4,3,4,0.1,10,32,0.05,[0.74444449 0.73333335 0.62222224 0.75555557 0.76404494],[0.83719134 0.530303   0.5        0.5        0.83921307],[0.8888889  0.         0.         0.         0.90909094],[0.43243244 0.         0.         0.         0.51282054],[0.58181818 0.         0.         0.         0.6557377 ],0.35959596633911134,0.7239201188087463,0.18905059695243837,0.641341483592987,0.24751117734724287
44,4,0.007,4,4,4,0.1,10,16,0.05,[0.80000001 0.73333335 0.62222224 0.75555557 0.70786518],[0.87885797 0.5        0.5        0.5        0.80088198],[0.94444448 0.         0.         0.         0.81818187],[0.5        0.         0.         0.         0.45000002],[0.65384615 0.         0.         0.         0.58064516],0.35252526998519895,0.7237952709197998,0.1900000035762787,0.6359479904174805,0.24689826302729528
124,3,0.007,4,3,3,0.1,10,16,0.05,[0.73333335 0.73333335 0.62222224 0.75555557 0.75280899],[0.82908952 0.5        0.5        0.5        0.5       ],[0.8888889 0.        0.        0.        0.       ],[0.42105263 0.         0.         0.         0.        ],[0.57142857 0.         0.         0.         0.        ],0.17777777910232545,0.7194507002830506,0.08421052694320678,0.565817904472351,0.11428571428571428
21,4,0.007,6,3,4,0.0,10,32,0.05,[0.78888893 0.73333335 0.62222224 0.71111113 0.74157304],[0.85956794 0.5        0.5        0.85360968 0.49253732],[0.8888889 0.        0.        1.        0.       ],[0.4848485  0.         0.         0.45833334 0.        ],[0.62745098 0.         0.         0.62857143 0.        ],0.37777777910232546,0.7194257378578186,0.1886363685131073,0.6411429882049561,0.2512044817927171
63,4,0.007,4,3,4,0.1,20,32,0.05,[0.75555557 0.74444449 0.65555555 0.71111113 0.73033708],[0.81404322 0.81912881 0.73135501 0.83155084 0.82089555],[0.8888889  0.95833337 0.85294116 0.90909094 1.        ],[0.44444445 0.51111114 0.52727276 0.45454547 0.47826087],[0.59259259 0.66666667 0.65168539 0.60606061 0.64705882],0.9218508720397949,0.7194007635116577,0.4831269383430481,0.8033946871757507,0.6328128164215407
