,num_in_trans,num_out_trans,avg_trans_out,avg_trans_in,sum_trans_in,max_trans_out,max_trans_in,std_trans_in,std_trans_out,min_trans_out,min_trans_in,unique_tpartn_out,unique_tpartn_in,avg_transcost_out,avg_transcost_in,max_transcost_out,std_transcost_out,duration_out,num_in_trans_1neighb,avg_oneNightStands_out,avg_oneNightStands_in,max_tx_out_neighb,max_tx_in_neighb,sum_tx_in_neighb,sum_tx_out_neighb,std_tx_out_neighb,unique_tx_out_neighb,avg_txcost_out_neighb,max_txcost_out_neighb,num_in_transERC,num_out_transERC,ERCunique_tpartn_out,ERCunique_tpartn_in,ERCavg_transcost_out,ERCavg_transcost_in,ERCmax_transcost_out,ERC_nb_tkn_tot,high_pressure_sells,high_pressure_buys,0,1,2,3,4,5,6,7
437,8,161,289.0880107111929,881.0006074478999,7048.0048595831995,7163.9807211000025,2745.2,1011.2267172314713,857.0041396776579,70.6095,47.24319600000001,45,6,20.16455654088202,6.95539138875,121.253409389112,21.103120824255885,1178.1833333333334,0.0,0.04,0.0,4089.819071685,0.0,0.0,1135.4663831373855,2670.166780836735,0.96,7.478106593860037,33.105351507598,77,117,42,38,33.544769750919485,37.526825409344994,121.253409389112,62,3,5,-0.7186205,-0.5347422,2.363778,0.5735844,-0.2702248,-0.33469197,-0.11295882,-1.3224405000000001
361,188,1152,109.45638208209031,185.77239913555263,34925.211037483896,7538.400000000002,9658.482962705659,742.5440938890326,314.6705518987307,0.0112807905723,2.3563,136,20,2.2575120590462925,0.5062025193237474,26.703632068150235,2.4962704491353587,2613.383333333333,5.142857142857143,0.0,0.0,7742.457717500946,9890.765442375648,4186.71568406241,6809.0085332461695,1449.3145379905914,2.1793103448275857,1.0690266171061575,11.089606082096903,667,622,147,172,2.8206816045753764,4.558501969113955,26.703632068150235,256,2,3,-0.65424985,-0.26218432,0.6589289,1.7432425999999999,1.1030469999999999,1.1290551000000002,0.7849454,-2.1920896
577,5,65,176.17286384615386,263.54745,1317.73725,4069.8646,456.76425,182.5117234532826,560.0634589304954,243.3,213.10100000000003,28,3,35.193319927537296,5.6255263176,246.2921183125,51.96369208415159,2246.116666666667,35.0,0.0,0.0,23372.3323,70397.124689969,220755.7443297525,25117.155699428637,2792.0071769854358,4.535714285714286,32.92632961507357,1738.71711535625,23,24,11,9,38.33135935205465,537.7367139517213,165.37089753936002,23,2,5,-1.3060704,-0.17711927,2.8523683999999996,1.253693,2.2937207,0.17056338,0.8136415,1.0248863000000001
597,33,196,1.3462902710274944,25.520926965553016,842.1905898632498,100.947,145.5107857945,39.75304068746927,7.8203041793533075,0.0121429870429,0.034339973010000004,109,22,3.1394516186092587,3.236297251232884,105.27084496639999,10.53274538068628,5105.95,0.9583333333333334,0.17600000000000002,0.16666666666666666,77.45696363903141,5.087390816999559,3.507484386252708,899.9326714928927,13.659811455012695,3.232,0.4732416627129241,2.4619494632918637,197,54,45,123,7.010335204796379,14.258409748437762,105.27084496639999,111,9,8,-1.6908773000000001,-4.076232,2.6351125,-0.09692513,-2.2006127999999996,-3.0571243999999997,2.6952347999999997,0.22584361
369,32,90,13.768217236965027,24.71081489847584,790.7460767512266,531.825,166.281465,42.948351713283735,61.883517066996546,0.023546,0.03430837073700738,71,24,0.4999585953198214,0.4212690741403241,13.477880416,1.5915769240925268,23388.3,4.37037037037037,0.27631578947368424,0.2222222222222222,939.1978592481032,7732752.514651499,3198996.8751805867,2947.119603812409,358.3146053333195,6.802631578947367,0.5021308287379169,4.692762470593777,159,17,14,104,2.017098847594976,8.356918317410727,13.477880416,118,8,8,-3.2817392,-0.85910547,2.0397265,2.5254659999999998,-3.6855626000000004,-1.280139,3.6343959999999997,-1.8576888999999999
333,24,344,601.9599985067223,2409.360088033865,57824.64211281276,12701.87807888236,20635.52382,4601.657395690938,1423.6302653717146,21.23565453434355,21.9137199,93,12,25.023100073634037,8.17770586325,425.084896704,40.620779648858026,1947.5,0.3636363636363637,0.010526315789473684,0.0,11913.410135769742,85059912.60000001,7851765.690909091,3156.004857059751,3247.463681022868,1.0210526315789474,11.181555995658515,112.5104209335,98,99,58,60,29.536924686576857,85.6353891390497,127.1812940775894,95,3,4,-0.14384758,-0.39958540000000004,2.33031,0.8992829999999999,0.027827585,0.37444073,0.2617059,-0.7602619
200,5,16,128.258859985937,464.4376490948,2322.1882454740007,1014.049165629213,1110.2523119999996,444.66057535562487,302.9604134961673,29.92647727272727,50.110241081999995,9,4,21.570401987241784,5.60726208,81.48813616841998,23.110424758000914,16.55,799.1538461538463,0.1111111111111111,0.75,373.87525,10691.5300408649,102428.97150453502,141.47061466666662,157.0076429315934,1.3333333333333333,11.320650667221525,33.651842915654996,4,4,3,4,39.2397440312715,37.15341920334,81.48813616841998,6,1,7,-0.07276526,0.83255357,1.5735648000000002,1.28806,-0.07572074,-1.6027018,1.083548,-1.8932341000000001
299,8,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,10,9,6,10.0477450501415,33.733047789903104,33.0859085103,15,0,0,-1.7485746,-0.15457238,1.6424726000000003,0.10738028599999999,0.95431995,-1.487787,0.12538937,-1.0848752000000002
298,17,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,4,2,5,3.6283604908375,16.538098914776544,6.1198317625500005,5,0,0,-1.8473540000000002,-0.13935485,1.5827687,0.39767972,0.83241415,-1.9007228999999999,0.1556631,-1.6279833000000001
306,13,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,4,0.0,8.833937011864181,0.0,1,0,0,-1.5653754,0.49274176,1.0206524,0.87454146,-0.04252328,-0.05120993,0.497208,-1.4118885
235,10,27,2072.387121057227,2246.16883071396,22461.6883071396,8123.347999999999,9522.271709999999,2730.838076556186,3297.167246874483,115.9959528,976.76546568,12,7,12.741410039385151,3.5827654800000004,53.4491063226,14.109323326677053,-0.18333333333333326,575.8214285714286,0.045454545454545456,0.0,12791.376590756292,7670734.41193813,9023910.23209276,4528.801074584164,3405.972851935587,0.7272727272727273,5.245349730170201,20.8903068222,10,6,3,8,16.873874140555213,31.83540245656396,26.797553123,8,0,0,-2.1692492999999997,-1.1877209,1.4400872,-0.29337302,0.81193024,-2.0407002,-0.10541823,-0.8602556
92,9,54,628.9338237202969,2895.228244877778,26057.0542039,4675.088227442297,7599.782784000001,3357.8766766776275,1263.8108022337144,10.760313900000002,247.140153,19,2,7.021254371858167,2.9446697623,52.020616909800005,8.252406445525247,335.6333333333333,668.7777777777778,0.0,0.25,4675.088227442297,12.65,3.1625,1061.3258275280014,1263.8108022337144,0.59375,7.021254371858167,52.020616909800005,26,18,9,10,7.027001142333356,16.956276967333697,17.35811112498,15,1,0,-1.3761822,-0.21326564,1.7676287,-0.062873095,0.30787843,-1.2683307,0.18110752,-0.9062988000000001
222,7,8,768.3079277537096,1325.2833214032692,9276.983249822884,3383.1894665209643,3526.632,1182.546901922721,1203.677767846859,75.06144055246011,20.3679956082,7,7,23.224952209127625,6.1491527898000005,62.366826662712,22.304603900568942,1068.6166666666666,395.77777777777777,0.0,0.42857142857142855,500.37012816839996,4878121.3571802685,10137954.40242468,117.24988174496364,188.1745534857644,0.4545454545454545,9.296944734,10.03750776,6,2,2,6,7.947101972567999,42.648631919559996,8.243178073415999,6,1,10,-2.0071296999999997,-0.5535671999999999,1.9911468,-0.84750783,1.9843674999999998,-1.0016395,0.73522866,-1.0113419
196,8,56,3441.951815141856,28198.6001685,225588.801348,55747.65306877057,141581.9709,47359.57809016843,8794.050121279868,115.7523696,5039.663589999999,24,4,24.678801431291852,5.73308402625,125.02264945873009,24.49782609103795,2135.583333333333,1081.5,0.0,0.3333333333333333,55747.65306877057,12246173.77173621,13135986.578589033,6646.5276430325475,8794.050121279872,0.8275862068965517,24.678801431291838,125.02264945873009,24,13,12,21,26.006188563912325,34.477979960815986,50.94821471571132,28,2,10,-0.81711376,0.26450226,1.2432443000000002,0.5933970999999999,0.9750791999999999,-1.1049553,0.3393282,-0.9032642
